02,09-12-202202:25:06,GPU1temperature,GPU1usage,GPU1coreclock,GPU1memoryclock,GPU1power,CPUtemperature,CPUusage,RAMusage,Framerate,Frametime,Framerate1%Low,Framerate0.1%Low
80,09-12-202202:31:49,66.000,56.000,1995.000,9701.998,273.113,76.000,11.655,14932.000,78.800,16.483,53.300,0.200
80,09-12-202202:31:50,66.000,56.000,1995.000,9701.998,275.294,73.000,11.379,14943.000,79.000,14.818,53.300,0.200
80,09-12-202202:31:51,66.000,57.000,1995.000,9701.998,269.408,73.000,11.084,14920.000,78.700,14.368,53.300,0.200
80,09-12-202202:31:52,66.000,56.000,1995.000,9701.998,275.809,71.000,11.938,14929.000,77.900,15.566,53.300,0.200
80,09-12-202202:31:53,66.000,56.000,1995.000,9701.998,272.728,72.000,12.566,14927.000,79.000,14.481,53.300,0.200
80,09-12-202202:31:54,66.000,55.000,1995.000,9701.998,265.402,73.000,11.793,14934.000,77.300,15.938,53.300,0.200
80,09-12-202202:31:55,66.000,54.000,1995.000,9701.998,269.197,70.000,12.347,14926.000,76.400,16.737,53.300,0.200
80,09-12-202202:31:56,66.000,56.000,1995.000,9701.998,272.669,71.000,12.164,14936.000,77.200,15.704,53.300,0.200
80,09-12-202202:31:57,66.000,56.000,1995.000,9701.998,275.160,75.000,11.710,14929.000,80.200,14.357,53.300,0.200
80,09-12-202202:31:58,66.000,55.000,1995.000,9701.998,269.080,71.000,12.421,14922.000,77.500,16.169,53.300,0.200
80,09-12-202202:31:59,66.000,56.000,1995.000,9701.998,274.620,71.000,11.724,14927.000,80.400,13.691,53.300,0.200
80,09-12-202202:32:00,66.000,57.000,1995.000,9701.998,271.256,69.000,12.217,14925.000,79.500,15.450,53.300,0.200
80,09-12-202202:32:01,66.000,54.000,1995.000,9701.998,272.549,73.000,11.101,14928.000,77.200,30.480,53.300,0.200
80,09-12-202202:32:02,66.000,57.000,1995.000,9701.998,274.711,71.000,11.759,14933.000,78.600,17.241,53.300,0.200
80,09-12-202202:32:03,66.000,53.000,1995.000,9701.998,264.549,74.000,12.365,14930.000,77.100,16.193,53.300,0.200
80,09-12-202202:32:04,66.000,57.000,1995.000,9701.998,272.923,72.000,12.362,14929.000,79.200,25.964,53.300,0.200
80,09-12-202202:32:05,66.000,56.000,1995.000,9701.998,267.388,73.000,12.099,14927.000,79.800,15.817,53.300,0.200
80,09-12-202202:32:06,66.000,56.000,1995.000,9701.998,261.992,70.000,12.437,14932.000,78.500,17.397,53.300,0.200
80,09-12-202202:32:07,66.000,53.000,1995.000,9701.998,269.762,70.000,13.071,14936.000,76.400,15.937,53.300,0.200
80,09-12-202202:32:08,66.000,56.000,1995.000,9701.998,270.899,74.000,10.818,14919.000,80.600,14.075,53.300,0.200
80,09-12-202202:32:09,66.000,50.000,1995.000,9701.998,265.796,72.000,15.829,14871.000,75.300,17.126,53.300,0.200
80,09-12-202202:32:10,66.000,56.000,1995.000,9701.998,276.582,70.000,11.866,14870.000,79.400,14.463,53.300,0.200
80,09-12-202202:32:11,66.000,57.000,1995.000,9701.998,266.858,73.000,12.314,14875.000,78.200,16.348,53.300,0.200
80,09-12-202202:32:12,66.000,57.000,1995.000,9701.998,269.094,68.000,11.164,14875.000,78.900,15.499,53.300,0.200
80,09-12-202202:32:13,66.000,53.000,1995.000,9701.998,259.737,70.000,12.969,14877.000,74.700,15.836,53.300,0.200
80,09-12-202202:32:14,66.000,52.000,1995.000,9701.998,270.495,72.000,12.363,14856.000,76.900,16.853,53.300,0.200
80,09-12-202202:32:15,66.000,54.000,1995.000,9701.998,273.285,71.000,11.570,14867.000,77.600,16.360,53.300,0.200
80,09-12-202202:32:16,65.000,55.000,1995.000,9701.998,271.064,71.000,11.493,14873.000,78.600,14.409,53.300,0.200
80,09-12-202202:32:17,66.000,56.000,1995.000,9701.998,273.103,73.000,12.025,14867.000,77.900,15.050,53.300,0.200
80,09-12-202202:32:18,66.000,53.000,1995.000,9701.998,270.401,69.000,12.748,14869.000,75.700,16.143,53.300,0.200
80,09-12-202202:32:19,66.000,56.000,1995.000,9701.998,274.896,72.000,12.322,14863.000,76.900,17.784,53.400,0.200
80,09-12-202202:32:20,66.000,56.000,1995.000,9701.998,260.180,72.000,11.838,14867.000,77.800,17.803,53.400,0.200
80,09-12-202202:32:21,66.000,56.000,1995.000,9701.998,269.823,69.000,12.734,14863.000,76.200,15.561,53.400,0.200
80,09-12-202202:32:22,66.000,56.000,1995.000,9701.998,272.919,73.000,11.532,14862.000,79.400,14.359,53.400,0.200
80,09-12-202202:32:23,66.000,55.000,1995.000,9701.998,270.295,71.000,12.105,14860.000,78.900,14.214,53.400,0.200
80,09-12-202202:32:24,65.000,53.000,1995.000,9701.998,267.939,71.000,12.007,14869.000,76.200,15.726,53.400,0.200
80,09-12-202202:32:25,66.000,52.000,1995.000,9701.998,269.625,69.000,11.741,14864.000,76.600,15.324,53.400,0.200
80,09-12-202202:32:26,65.000,55.000,1995.000,9701.998,271.193,70.000,11.728,14869.000,77.600,15.172,53.400,0.200
80,09-12-202202:32:27,66.000,52.000,1995.000,9701.998,272.175,70.000,11.719,14868.000,77.400,15.273,53.400,0.200
80,09-12-202202:32:28,66.000,55.000,1995.000,9701.998,264.858,68.000,11.199,14864.000,79.700,13.734,53.400,0.200
80,09-12-202202:32:29,65.000,55.000,1995.000,9701.998,265.018,69.000,12.959,14871.000,77.600,15.031,53.400,0.200
80,09-12-202202:32:30,66.000,52.000,1995.000,9701.998,269.601,71.000,12.436,14870.000,75.600,16.064,53.400,0.200
80,09-12-202202:32:31,66.000,56.000,1995.000,9701.998,269.523,91.000,37.291,14904.000,74.100,17.317,53.400,0.200
80,09-12-202202:32:32,66.000,55.000,1995.000,9701.998,260.963,89.000,39.488,14915.000,72.800,21.475,53.400,0.200
80,09-12-202202:32:33,65.000,56.000,1995.000,9701.998,243.529,70.000,19.430,14902.000,75.100,22.426,53.400,0.200
80,09-12-202202:32:34,66.000,52.000,1995.000,9701.998,261.242,69.000,13.249,14959.000,65.300,47.234,53.300,0.200
80,09-12-202202:32:35,65.000,53.000,1995.000,9701.998,261.182,69.000,11.691,14931.000,75.900,14.983,53.300,0.200
80,09-12-202202:32:36,66.000,53.000,1995.000,9701.998,265.570,69.000,11.717,14940.000,75.300,17.018,53.300,0.200
80,09-12-202202:32:37,66.000,55.000,1995.000,9701.998,257.034,73.000,11.305,14934.000,75.600,15.035,53.300,0.200
80,09-12-202202:32:38,66.000,52.000,1995.000,9701.998,266.404,68.000,11.970,14939.000,74.500,17.782,53.300,0.200
80,09-12-202202:32:39,65.000,52.000,1995.000,9701.998,263.977,68.000,11.620,14934.000,74.100,15.261,53.300,0.200
80,09-12-202202:32:40,65.000,53.000,1995.000,9701.998,263.884,70.000,11.709,14943.000,74.700,16.560,53.300,0.200
80,09-12-202202:32:41,66.000,55.000,1995.000,9701.998,263.963,69.000,11.952,14934.000,75.100,16.125,53.300,0.200
80,09-12-202202:32:42,66.000,56.000,1995.000,9701.998,264.653,68.000,11.941,14933.000,75.600,16.162,53.400,0.200
80,09-12-202202:32:43,65.000,54.000,1995.000,9701.998,262.040,69.000,10.596,14934.000,75.700,14.659,53.400,0.200
80,09-12-202202:32:44,65.000,54.000,1995.000,9701.998,267.909,65.000,11.560,14930.000,76.000,17.008,53.400,0.200
80,09-12-202202:32:45,65.000,55.000,1995.000,9701.998,263.957,70.000,11.755,14931.000,77.300,15.103,53.400,0.200
80,09-12-202202:32:46,65.000,53.000,1995.000,9701.998,268.727,70.000,11.743,14928.000,76.800,15.028,53.400,0.200
80,09-12-202202:32:47,65.000,52.000,1995.000,9701.998,269.606,71.000,11.867,14931.000,76.400,16.246,53.400,0.200
80,09-12-202202:32:48,65.000,54.000,1995.000,9701.998,268.790,72.000,11.361,14933.000,76.200,15.673,53.400,0.200
80,09-12-202202:32:49,65.000,55.000,1995.000,9701.998,265.135,69.000,11.897,14928.000,76.600,15.570,53.400,0.200
80,09-12-202202:32:50,65.000,52.000,1995.000,9701.998,256.627,70.000,11.439,14933.000,74.600,18.251,53.400,0.200
80,09-12-202202:32:51,65.000,52.000,1995.000,9701.998,259.303,71.000,12.160,14938.000,74.700,15.115,53.400,0.200
80,09-12-202202:32:52,65.000,52.000,1995.000,9701.998,256.187,69.000,11.947,14942.000,73.700,15.942,53.400,0.200
80,09-12-202202:32:53,65.000,53.000,1995.000,9701.998,263.612,68.000,11.778,14936.000,74.300,15.199,53.400,0.200
80,09-12-202202:32:54,65.000,52.000,1995.000,9701.998,255.199,70.000,12.009,14937.000,74.200,16.277,53.400,0.200
80,09-12-202202:32:55,65.000,53.000,1995.000,9701.998,258.038,66.000,11.352,14946.000,75.200,16.324,53.400,0.200
80,09-12-202202:32:56,65.000,54.000,1995.000,9701.998,264.433,72.000,11.888,14938.000,76.500,15.785,53.400,0.200
80,09-12-202202:32:57,65.000,52.000,1995.000,9701.998,261.048,72.000,11.601,14938.000,76.400,14.994,53.400,0.200
80,09-12-202202:32:58,65.000,51.000,1995.000,9701.998,272.264,70.000,11.293,14938.000,75.500,15.421,53.400,0.200
80,09-12-202202:32:59,65.000,51.000,1995.000,9701.998,269.474,70.000,13.219,14943.000,75.200,17.158,53.400,0.200
80,09-12-202202:33:00,65.000,52.000,1995.000,9701.998,270.002,68.000,11.903,14933.000,74.900,15.351,53.400,0.200
80,09-12-202202:33:01,65.000,55.000,1995.000,9701.998,267.783,70.000,10.310,14933.000,76.100,15.829,53.400,0.200
80,09-12-202202:33:02,65.000,53.000,1995.000,9701.998,258.286,65.000,13.092,14937.000,74.600,16.081,53.400,0.200
80,09-12-202202:33:03,65.000,53.000,1995.000,9701.998,260.720,69.000,11.716,14942.000,73.600,15.753,53.400,0.200
80,09-12-202202:33:04,65.000,52.000,1995.000,9701.998,265.509,70.000,11.794,14939.000,74.200,15.730,53.500,0.200
80,09-12-202202:33:05,65.000,53.000,1995.000,9701.998,262.447,73.000,12.452,14937.000,75.300,15.269,53.500,0.200
80,09-12-202202:33:06,65.000,53.000,1995.000,9701.998,269.274,68.000,10.826,14931.000,76.100,15.691,53.500,0.200
80,09-12-202202:33:07,65.000,52.000,1995.000,9701.998,269.479,66.000,11.502,14937.000,75.300,16.528,53.500,0.200
80,09-12-202202:33:08,65.000,54.000,1995.000,9701.998,266.662,73.000,11.541,14930.000,76.400,17.200,53.500,0.200
80,09-12-202202:33:09,65.000,52.000,1995.000,9701.998,265.591,73.000,13.277,14926.000,73.200,16.200,53.500,0.200
80,09-12-202202:33:10,65.000,52.000,1995.000,9701.998,260.244,71.000,12.061,14919.000,74.300,15.490,53.500,0.200
80,09-12-202202:33:11,65.000,55.000,1995.000,9701.998,266.756,68.000,11.600,14918.000,76.200,14.736,53.500,0.200
80,09-12-202202:33:12,65.000,55.000,1995.000,9701.998,265.623,69.000,11.535,14919.000,76.000,15.323,53.500,0.200
80,09-12-202202:33:13,65.000,53.000,1995.000,9701.998,260.671,70.000,11.531,14920.000,74.900,16.264,53.500,0.200
80,09-12-202202:33:14,65.000,54.000,1995.000,9701.998,270.949,74.000,12.252,14912.000,75.200,15.637,53.500,0.200
80,09-12-202202:33:15,65.000,53.000,1995.000,9701.998,270.367,73.000,12.978,14908.000,74.300,15.599,53.500,0.200
80,09-12-202202:33:16,65.000,54.000,1995.000,9701.998,267.766,72.000,11.660,14905.000,75.800,15.219,53.500,0.200
80,09-12-202202:33:17,65.000,52.000,1995.000,9701.998,254.078,68.000,11.230,14907.000,74.700,16.116,53.500,0.200
80,09-12-202202:33:18,65.000,51.000,1995.000,9701.998,256.925,72.000,11.683,14914.000,74.400,16.018,53.500,0.200
80,09-12-202202:33:19,65.000,52.000,1995.000,9701.998,270.546,66.000,11.295,14903.000,76.400,15.087,53.500,0.200
80,09-12-202202:33:20,65.000,52.000,1995.000,9701.998,264.395,71.000,12.788,14905.000,74.100,17.021,53.500,0.200
80,09-12-202202:33:21,65.000,53.000,1995.000,9701.998,262.473,69.000,11.521,14900.000,76.100,14.485,53.500,0.200
80,09-12-202202:33:22,65.000,53.000,1995.000,9701.998,261.842,68.000,10.964,14906.000,75.700,16.619,53.500,0.200
80,09-12-202202:33:23,65.000,52.000,1995.000,9701.998,262.431,71.000,11.145,14902.000,74.600,16.073,53.500,0.200
80,09-12-202202:33:24,65.000,52.000,1995.000,9701.998,264.739,77.000,25.313,14941.000,73.500,17.175,53.500,0.200
80,09-12-202202:33:25,65.000,51.000,1995.000,9701.998,259.170,72.000,11.219,14943.000,74.900,15.577,53.500,0.200
80,09-12-202202:33:26,65.000,53.000,1995.000,9701.998,264.474,69.000,12.221,14927.000,74.600,16.787,53.500,0.200
80,09-12-202202:33:27,65.000,52.000,1995.000,9701.998,253.258,68.000,11.586,14933.000,74.600,16.380,53.500,0.200
80,09-12-202202:33:28,65.000,51.000,1995.000,9701.998,256.134,67.000,10.641,14926.000,75.100,14.993,53.500,0.200
80,09-12-202202:33:29,65.000,53.000,1995.000,9701.998,257.094,69.000,12.144,14921.000,73.400,17.643,53.500,0.200
80,09-12-202202:33:30,65.000,50.000,1995.000,9701.998,259.471,73.000,11.684,14927.000,74.200,16.022,53.500,0.200
80,09-12-202202:33:31,65.000,53.000,1995.000,9701.998,268.406,75.000,12.488,14923.000,73.800,16.730,53.500,0.200
80,09-12-202202:33:32,65.000,52.000,1995.000,9701.998,261.287,67.000,12.627,14925.000,76.000,16.052,53.500,0.200
80,09-12-202202:33:33,65.000,53.000,1995.000,9701.998,254.077,68.000,12.044,14921.000,75.400,14.577,53.500,0.200
80,09-12-202202:33:34,65.000,53.000,1995.000,9701.998,253.148,74.000,11.595,14926.000,74.900,16.006,53.500,0.200
80,09-12-202202:33:35,65.000,54.000,1995.000,9701.998,263.791,72.000,12.395,14928.000,76.000,15.672,53.500,0.200
80,09-12-202202:33:36,65.000,53.000,1995.000,9701.998,255.705,67.000,11.791,14922.000,76.000,14.978,53.500,0.200
80,09-12-202202:33:37,65.000,56.000,1995.000,9701.998,264.212,87.000,34.890,14975.000,71.400,17.672,53.500,0.200
80,09-12-202202:33:38,65.000,53.000,1995.000,9701.998,259.571,71.000,33.225,14966.000,74.400,16.550,53.500,0.200
80,09-12-202202:33:39,65.000,54.000,1995.000,9701.998,256.892,71.000,11.560,14959.000,75.300,15.444,53.500,0.200
80,09-12-202202:33:40,65.000,55.000,1995.000,9701.998,265.788,72.000,11.370,14947.000,76.100,15.609,53.500,0.200
80,09-12-202202:33:41,65.000,54.000,1995.000,9701.998,256.614,77.000,10.790,14942.000,76.700,15.671,53.500,0.200
80,09-12-202202:33:42,65.000,53.000,1995.000,9701.998,264.356,68.000,13.068,14939.000,75.800,16.856,53.500,0.200
80,09-12-202202:33:43,65.000,53.000,1995.000,9701.998,256.630,71.000,10.923,14939.000,76.000,16.175,53.500,0.200
80,09-12-202202:33:44,65.000,56.000,1995.000,9701.998,269.232,73.000,11.894,14900.000,76.900,16.840,53.500,0.200
80,09-12-202202:33:45,65.000,56.000,1995.000,9701.998,272.545,77.000,11.820,14907.000,79.600,14.963,53.500,0.200
80,09-12-202202:33:46,65.000,55.000,1995.000,9701.998,270.655,74.000,12.397,14915.000,77.200,15.875,53.500,0.200
80,09-12-202202:33:47,65.000,56.000,1995.000,9701.998,268.976,72.000,12.256,14904.000,79.400,14.579,53.500,0.200
80,09-12-202202:33:48,66.000,57.000,1995.000,9701.998,273.437,69.000,11.158,14902.000,80.200,14.308,53.500,0.200
80,09-12-202202:33:49,65.000,55.000,1995.000,9701.998,268.131,73.000,12.669,14917.000,77.000,15.655,53.500,0.200
80,09-12-202202:33:50,65.000,55.000,1995.000,9701.998,262.686,71.000,12.510,14907.000,78.000,15.568,53.500,0.200
80,09-12-202202:33:51,65.000,53.000,1995.000,9701.998,267.321,73.000,11.262,14904.000,77.600,14.879,53.500,0.200
80,09-12-202202:33:52,65.000,52.000,1995.000,9701.998,259.740,72.000,12.058,14905.000,76.500,16.525,53.500,0.200
80,09-12-202202:33:53,65.000,50.000,1995.000,9701.998,254.845,72.000,12.094,14905.000,75.500,16.668,53.500,0.200
80,09-12-202202:33:54,65.000,55.000,1995.000,9701.998,265.743,67.000,11.824,14897.000,77.500,14.956,53.500,0.200
80,09-12-202202:33:55,65.000,55.000,1995.000,9701.998,264.962,67.000,10.864,14900.000,77.900,14.095,53.500,0.200
80,09-12-202202:33:56,65.000,55.000,1995.000,9701.998,268.657,68.000,11.071,14897.000,79.100,14.009,53.500,0.200
80,09-12-202202:33:57,65.000,55.000,1995.000,9701.998,264.661,66.000,11.111,14904.000,79.900,15.563,53.500,0.200
80,09-12-202202:33:58,65.000,56.000,1995.000,9701.998,268.168,69.000,12.493,14901.000,78.800,15.040,53.500,0.200
80,09-12-202202:33:59,65.000,55.000,1995.000,9701.998,270.206,69.000,11.348,14894.000,80.300,14.340,53.500,0.200
80,09-12-202202:34:00,65.000,57.000,1995.000,9701.998,258.054,88.000,16.225,14938.000,76.700,16.576,53.500,0.200
80,09-12-202202:34:01,65.000,52.000,1995.000,9701.998,267.786,76.000,20.693,14911.000,77.500,15.008,53.500,0.200
80,09-12-202202:34:02,65.000,56.000,1995.000,9701.998,270.813,70.000,11.311,14903.000,79.600,15.604,53.500,0.200
80,09-12-202202:34:03,65.000,55.000,1995.000,9701.998,263.951,67.000,11.744,14901.000,78.900,14.772,53.500,0.200
80,09-12-202202:34:04,65.000,54.000,1995.000,9701.998,262.669,68.000,11.958,14905.000,78.700,16.202,53.500,0.200
80,09-12-202202:34:05,65.000,51.000,1995.000,9701.998,265.480,68.000,12.943,14900.000,77.500,15.059,53.500,0.200
80,09-12-202202:34:06,65.000,56.000,1995.000,9701.998,270.250,70.000,11.634,14894.000,78.500,14.827,53.500,0.200
80,09-12-202202:34:07,66.000,54.000,1995.000,9701.998,261.075,70.000,11.445,14895.000,79.200,13.918,53.500,0.200
80,09-12-202202:34:08,66.000,55.000,1995.000,9701.998,270.859,68.000,11.288,14893.000,79.400,14.339,53.500,0.200
80,09-12-202202:34:09,66.000,55.000,1995.000,9701.998,267.376,69.000,11.553,14896.000,77.800,15.112,53.500,0.200
80,09-12-202202:34:10,65.000,55.000,1995.000,9701.998,267.174,68.000,11.880,14902.000,78.900,15.777,53.500,0.200
80,09-12-202202:34:11,65.000,55.000,1995.000,9701.998,264.874,67.000,11.701,14903.000,78.500,15.337,53.500,0.200
80,09-12-202202:34:12,65.000,54.000,1995.000,9701.998,268.075,69.000,12.439,14898.000,76.300,15.988,53.500,0.200
80,09-12-202202:34:13,65.000,51.000,1995.000,9701.998,263.882,72.000,13.072,14904.000,75.300,17.190,53.500,0.200
80,09-12-202202:34:14,66.000,52.000,1995.000,9701.998,260.903,68.000,12.143,14897.000,77.100,15.001,53.500,0.200
80,09-12-202202:34:15,65.000,52.000,1995.000,9701.998,258.226,70.000,11.520,14901.000,78.900,15.701,53.500,0.200
80,09-12-202202:34:16,65.000,55.000,1995.000,9701.998,267.113,69.000,12.304,14899.000,76.800,16.416,53.500,0.200
80,09-12-202202:34:17,65.000,53.000,1995.000,9701.998,255.428,75.000,12.360,14898.000,77.700,15.300,53.500,0.200
80,09-12-202202:34:18,65.000,52.000,1995.000,9701.998,251.900,70.000,11.259,14894.000,78.500,15.980,53.500,0.200
80,09-12-202202:34:19,65.000,55.000,1995.000,9701.998,263.470,70.000,11.667,14899.000,77.600,15.779,53.500,0.200
80,09-12-202202:34:20,66.000,52.000,1995.000,9701.998,270.550,71.000,11.098,14899.000,78.200,16.664,53.500,0.200
80,09-12-202202:34:21,65.000,55.000,1995.000,9701.998,268.074,70.000,12.906,14901.000,75.200,18.305,53.500,0.200
80,09-12-202202:34:22,65.000,55.000,1995.000,9701.998,268.017,69.000,12.321,14901.000,77.600,15.237,53.500,0.200
80,09-12-202202:34:23,66.000,56.000,1995.000,9701.998,270.834,68.000,11.833,14896.000,76.100,16.892,53.500,0.200
80,09-12-202202:34:24,65.000,52.000,1995.000,9701.998,267.544,70.000,12.493,14905.000,74.900,15.919,53.500,0.200
80,09-12-202202:34:25,66.000,56.000,1995.000,9701.998,270.383,68.000,12.242,14892.000,76.800,14.867,53.500,0.200
80,09-12-202202:34:26,65.000,55.000,1995.000,9701.998,262.586,70.000,11.836,14902.000,76.900,15.723,53.500,0.200
80,09-12-202202:34:27,65.000,52.000,1995.000,9701.998,266.048,74.000,12.240,14903.000,76.200,16.974,53.500,0.200
80,09-12-202202:34:28,65.000,56.000,1995.000,9701.998,267.692,68.000,11.819,14893.000,78.000,15.839,53.500,0.200
80,09-12-202202:34:29,65.000,53.000,1995.000,9701.998,268.568,68.000,12.031,14896.000,76.200,16.851,53.500,0.200
80,09-12-202202:34:30,66.000,55.000,1995.000,9701.998,270.976,68.000,11.991,14894.000,77.400,15.349,53.500,0.200
80,09-12-202202:34:31,65.000,52.000,1995.000,9701.998,260.100,66.000,11.306,14898.000,78.100,15.898,53.500,0.200
80,09-12-202202:34:32,65.000,52.000,1995.000,9701.998,266.862,70.000,13.265,14896.000,76.300,15.823,53.500,0.200
80,09-12-202202:34:33,65.000,53.000,1995.000,9701.998,266.952,68.000,11.177,14894.000,77.900,14.273,53.500,0.200
80,09-12-202202:34:34,66.000,54.000,1995.000,9701.998,269.413,68.000,27.332,14922.000,75.300,15.990,53.500,0.200
80,09-12-202202:34:35,65.000,53.000,1995.000,9701.998,271.379,72.000,11.370,14908.000,78.000,14.874,53.500,0.200
80,09-12-202202:34:36,65.000,54.000,1995.000,9701.998,268.058,70.000,11.708,14900.000,77.700,16.036,53.500,0.200
80,09-12-202202:34:37,66.000,55.000,1995.000,9701.998,270.272,68.000,11.565,14896.000,77.900,14.963,53.500,0.200
80,09-12-202202:34:38,65.000,54.000,1995.000,9701.998,268.446,68.000,11.453,14903.000,78.300,15.810,53.500,0.200
80,09-12-202202:34:39,66.000,55.000,1995.000,9701.998,268.076,69.000,12.545,14897.000,76.000,16.726,53.500,0.200
80,09-12-202202:34:40,66.000,54.000,1995.000,9701.998,261.364,68.000,11.977,14893.000,77.700,15.126,53.500,0.200
80,09-12-202202:34:41,65.000,55.000,1995.000,9701.998,267.104,67.000,11.198,14891.000,79.000,14.154,53.500,0.200
80,09-12-202202:34:42,66.000,54.000,1995.000,9701.998,271.388,70.000,12.307,14893.000,76.500,17.167,53.500,0.200
80,09-12-202202:34:43,65.000,55.000,1995.000,9701.998,269.224,70.000,10.568,14883.000,78.600,15.155,53.500,0.200
80,09-12-202202:34:44,66.000,53.000,1995.000,9701.998,262.410,75.000,11.999,14878.000,77.500,15.405,53.500,0.200
80,09-12-202202:34:45,66.000,55.000,1995.000,9701.998,264.147,65.000,11.644,14878.000,77.300,17.044,53.500,0.200
80,09-12-202202:34:46,66.000,54.000,1995.000,9701.998,266.072,68.000,13.092,14881.000,74.800,17.023,53.500,0.200
80,09-12-202202:34:47,65.000,54.000,1995.000,9701.998,256.984,68.000,12.117,14884.000,76.800,15.170,53.500,0.200
80,09-12-202202:34:48,66.000,52.000,1995.000,9701.998,268.867,68.000,12.086,14881.000,76.500,15.894,53.500,0.200
80,09-12-202202:34:49,66.000,55.000,1995.000,9701.998,266.011,68.000,11.693,14874.000,78.600,14.981,53.500,0.200
80,09-12-202202:34:50,66.000,56.000,1995.000,9701.998,269.864,70.000,12.862,14883.000,75.800,16.790,53.500,0.200
80,09-12-202202:34:51,65.000,56.000,1995.000,9701.998,269.709,69.000,12.034,14865.000,78.200,15.235,53.500,0.200
80,09-12-202202:34:52,66.000,55.000,1995.000,9701.998,258.840,70.000,11.525,14865.000,78.200,14.918,53.500,0.200
80,09-12-202202:34:53,66.000,57.000,1995.000,9701.998,273.204,67.000,11.094,14864.000,79.000,14.800,53.500,0.200
80,09-12-202202:34:54,65.000,54.000,1995.000,9701.998,262.838,67.000,12.163,14863.000,76.800,18.259,53.500,0.200
80,09-12-202202:34:55,65.000,55.000,1995.000,9701.998,268.002,68.000,11.330,14867.000,78.400,16.007,53.500,0.200
80,09-12-202202:34:56,66.000,51.000,1995.000,9701.998,268.915,68.000,12.383,14863.000,76.200,16.573,53.500,0.200
80,09-12-202202:34:57,65.000,54.000,1995.000,9701.998,269.633,69.000,11.994,14869.000,76.200,15.444,53.500,0.200
80,09-12-202202:34:58,65.000,55.000,1995.000,9701.998,267.956,68.000,11.085,14860.000,78.600,14.807,53.500,0.200
80,09-12-202202:34:59,65.000,53.000,1995.000,9701.998,257.551,69.000,13.792,14884.000,77.500,16.088,53.500,0.200
80,09-12-202202:35:00,65.000,56.000,1995.000,9701.998,269.364,68.000,12.279,14875.000,77.000,16.331,53.500,0.200
80,09-12-202202:35:01,65.000,52.000,1995.000,9701.998,270.390,69.000,10.573,14870.000,77.400,16.505,53.500,0.200
80,09-12-202202:35:02,66.000,55.000,1995.000,9701.998,269.052,68.000,12.241,14875.000,78.000,15.274,53.500,0.200
80,09-12-202202:35:03,65.000,55.000,1995.000,9701.998,269.106,73.000,12.076,14871.000,78.100,15.156,53.500,0.200
80,09-12-202202:35:04,65.000,57.000,1995.000,9701.998,270.331,68.000,12.255,14872.000,79.400,15.372,53.500,0.200
80,09-12-202202:35:05,66.000,55.000,1995.000,9701.998,273.041,69.000,12.940,14865.000,78.600,16.458,53.500,0.200
80,09-12-202202:35:06,65.000,55.000,1995.000,9701.998,268.916,65.000,10.598,14869.000,80.000,13.906,53.500,0.200
80,09-12-202202:35:07,65.000,52.000,1995.000,9701.998,261.542,70.000,11.851,14876.000,76.600,15.809,53.500,0.200
80,09-12-202202:35:08,66.000,54.000,1995.000,9701.998,265.315,72.000,12.715,14883.000,75.700,16.537,53.500,0.200
80,09-12-202202:35:09,65.000,55.000,1995.000,9701.998,265.494,68.000,11.866,14879.000,75.100,16.356,53.500,0.200
80,09-12-202202:35:10,65.000,53.000,1995.000,9701.998,263.098,70.000,13.210,14881.000,77.900,15.628,53.500,0.200
80,09-12-202202:35:11,65.000,55.000,1995.000,9701.998,269.584,67.000,11.367,14880.000,77.400,14.834,53.500,0.200
80,09-12-202202:35:12,65.000,52.000,1995.000,9701.998,260.126,69.000,11.392,14880.000,76.500,14.987,53.500,0.200
80,09-12-202202:35:13,65.000,55.000,1995.000,9701.998,262.517,68.000,12.027,14876.000,77.800,15.769,53.500,0.200
80,09-12-202202:35:14,65.000,53.000,1995.000,9701.998,269.572,71.000,13.719,14885.000,75.500,17.127,53.500,0.200
80,09-12-202202:35:15,66.000,55.000,1995.000,9701.998,268.385,65.000,11.902,14886.000,79.200,14.157,53.500,0.200
80,09-12-202202:35:16,65.000,52.000,1995.000,9701.998,265.224,70.000,11.878,14892.000,77.600,15.325,53.500,0.200
80,09-12-202202:35:17,65.000,55.000,1995.000,9701.998,270.818,68.000,11.597,14893.000,80.200,14.120,53.500,0.200
80,09-12-202202:35:18,66.000,53.000,1995.000,9701.998,268.143,69.000,11.752,14904.000,78.400,14.200,53.500,0.200
80,09-12-202202:35:19,65.000,55.000,1995.000,9701.998,268.500,68.000,12.172,14894.000,78.000,16.627,53.500,0.200
80,09-12-202202:35:20,66.000,54.000,1995.000,9701.998,271.355,70.000,13.978,14903.000,76.800,15.588,53.500,0.200
80,09-12-202202:35:21,65.000,54.000,1995.000,9701.998,267.782,68.000,11.608,14903.000,77.400,15.827,53.500,0.200
80,09-12-202202:35:22,65.000,54.000,1995.000,9701.998,270.730,69.000,12.075,14904.000,78.500,15.306,53.500,0.200
80,09-12-202202:35:23,65.000,55.000,1995.000,9701.998,263.865,70.000,12.069,14909.000,78.400,15.162,53.500,0.200
80,09-12-202202:35:24,66.000,53.000,1995.000,9701.998,266.419,70.000,12.323,14916.000,76.200,16.291,53.500,0.200
80,09-12-202202:35:25,65.000,53.000,1995.000,9701.998,260.546,67.000,11.606,14919.000,77.500,15.319,53.500,0.200
