02,08-12-202212:33:05,GPU1temperature,GPU1usage,GPU1coreclock,GPU1memoryclock,GPU1power,CPUusage,RAMusage,Framerate,Frametime,Framerate1%Low,Framerate0.1%Low
80,08-12-202212:36:48,70.000,100.000,1935.000,9701.998,321.543,11.086,20963.000,104.000,10.658,84.400,1.200
80,08-12-202212:36:49,71.000,100.000,1935.000,9701.998,316.830,11.575,20963.000,103.600,10.822,84.400,1.200
80,08-12-202212:36:50,70.000,100.000,1920.000,9701.998,311.002,12.229,20955.000,103.100,11.008,84.400,1.200
80,08-12-202212:36:51,71.000,100.000,1935.000,9701.998,320.781,11.874,20955.000,102.900,10.899,84.400,1.200
80,08-12-202212:36:52,70.000,100.000,1935.000,9701.998,319.927,12.324,20964.000,103.600,10.708,84.400,1.200
80,08-12-202212:36:53,70.000,100.000,1935.000,9701.998,316.992,11.469,20965.000,103.600,10.901,84.400,1.200
80,08-12-202212:36:54,70.000,100.000,1935.000,9701.998,321.842,12.285,20965.000,103.200,11.207,84.400,1.200
80,08-12-202212:36:55,70.000,100.000,1935.000,9701.998,321.971,11.676,20964.000,102.900,10.831,84.400,1.200
80,08-12-202212:36:56,71.000,100.000,1935.000,9701.998,321.518,12.891,20957.000,103.700,11.221,84.400,1.200
80,08-12-202212:36:57,70.000,100.000,1935.000,9701.998,322.194,11.592,20956.000,103.600,10.582,84.400,1.200
80,08-12-202212:36:58,70.000,100.000,1920.000,9701.998,317.093,11.589,20966.000,103.600,10.890,84.400,1.200
80,08-12-202212:36:59,70.000,100.000,1935.000,9701.998,328.189,12.573,20968.000,103.400,11.597,84.400,1.200
80,08-12-202212:37:00,71.000,100.000,1950.000,9701.998,319.404,11.485,20968.000,104.500,10.458,84.400,1.200
80,08-12-202212:37:01,70.000,100.000,1935.000,9701.998,319.260,12.086,20970.000,104.200,10.788,84.400,1.200
80,08-12-202212:37:02,71.000,100.000,1935.000,9701.998,322.150,11.626,20968.000,104.400,10.414,84.400,1.200
80,08-12-202212:37:03,71.000,100.000,1950.000,9701.998,322.606,12.439,20969.000,104.200,11.376,84.400,1.200
80,08-12-202212:37:04,70.000,100.000,1935.000,9701.998,324.214,11.390,20969.000,106.100,10.843,84.400,1.200
80,08-12-202212:37:05,70.000,100.000,1920.000,9701.998,313.742,11.692,20970.000,110.500,10.426,84.400,1.200
80,08-12-202212:37:06,70.000,100.000,1920.000,9701.998,321.685,12.053,20971.000,114.100,9.470,84.400,1.200
80,08-12-202212:37:07,71.000,100.000,1905.000,9701.998,318.661,11.421,20971.000,112.200,10.686,84.400,1.200
80,08-12-202212:37:08,70.000,100.000,1905.000,9701.998,321.842,10.857,20971.000,113.400,9.863,84.400,1.200
80,08-12-202212:37:09,70.000,100.000,1935.000,9701.998,313.336,10.724,20971.000,109.200,10.595,84.400,1.200
80,08-12-202212:37:10,71.000,100.000,1935.000,9701.998,322.246,12.631,20971.000,104.100,10.478,84.400,1.200
80,08-12-202212:37:11,70.000,100.000,1935.000,9701.998,316.937,12.333,20971.000,104.100,10.719,84.400,1.200
80,08-12-202212:37:12,70.000,100.000,1935.000,9701.998,318.837,11.673,20971.000,105.700,10.777,84.400,1.200
80,08-12-202212:37:13,70.000,100.000,1950.000,9701.998,321.175,11.911,20976.000,105.600,10.340,84.400,1.200
80,08-12-202212:37:14,70.000,100.000,1950.000,9701.998,328.487,12.196,20976.000,103.800,12.261,84.400,1.200
80,08-12-202212:37:15,71.000,100.000,1950.000,9701.998,322.447,11.558,20976.000,102.300,10.964,84.400,1.200
80,08-12-202212:37:16,71.000,100.000,1950.000,9701.998,321.088,11.259,20970.000,103.000,10.971,84.400,1.200
80,08-12-202212:37:17,71.000,100.000,1935.000,9701.998,320.302,13.071,20964.000,105.600,10.832,84.400,1.200
80,08-12-202212:37:18,71.000,100.000,1920.000,9701.998,325.542,11.587,20953.000,105.900,10.697,84.500,1.200
80,08-12-202212:37:19,71.000,100.000,1950.000,9701.998,324.706,11.643,20946.000,104.900,10.387,84.500,1.200
80,08-12-202212:37:20,71.000,100.000,1950.000,9701.998,327.516,12.325,20938.000,107.900,10.545,84.500,1.200
80,08-12-202212:37:21,71.000,100.000,1935.000,9701.998,326.622,12.419,20937.000,108.200,10.072,84.500,1.200
80,08-12-202212:37:22,70.000,100.000,1935.000,9701.998,320.186,11.979,20923.000,107.200,10.259,84.500,1.200
80,08-12-202212:37:23,70.000,100.000,1935.000,9701.998,320.657,11.452,20923.000,106.900,10.226,84.500,1.200
80,08-12-202212:37:24,71.000,100.000,1950.000,9701.998,325.242,12.381,20913.000,107.600,10.222,84.500,1.200
80,08-12-202212:37:25,70.000,100.000,1935.000,9701.998,322.454,11.616,20907.000,107.900,10.585,84.500,1.200
80,08-12-202212:37:26,71.000,100.000,1935.000,9701.998,323.731,11.663,20899.000,106.800,10.234,84.500,1.200
80,08-12-202212:37:27,70.000,100.000,1950.000,9701.998,320.674,12.514,20884.000,105.900,10.261,84.500,1.200
80,08-12-202212:37:28,71.000,100.000,1950.000,9701.998,318.815,11.334,20884.000,106.700,10.352,84.500,1.200
80,08-12-202212:37:29,71.000,100.000,1935.000,9701.998,329.083,12.508,20883.000,107.100,10.120,84.500,1.200
80,08-12-202212:37:30,71.000,100.000,1920.000,9701.998,319.783,11.565,20883.000,108.900,10.150,84.500,1.200
80,08-12-202212:37:31,71.000,100.000,1935.000,9701.998,323.888,12.315,20885.000,109.900,10.245,84.500,1.200
80,08-12-202212:37:32,71.000,100.000,1950.000,9701.998,323.685,11.850,20885.000,110.200,10.157,84.500,1.200
80,08-12-202212:37:33,71.000,100.000,1950.000,9701.998,323.739,12.251,20887.000,109.400,10.044,84.500,1.200
80,08-12-202212:37:34,71.000,100.000,1935.000,9701.998,323.586,11.613,20887.000,109.000,10.549,84.500,1.200
80,08-12-202212:37:35,70.000,100.000,1950.000,9701.998,321.536,11.403,20886.000,107.400,10.396,84.500,1.200
80,08-12-202212:37:36,71.000,100.000,1950.000,9701.998,323.460,11.344,20883.000,107.700,10.519,84.500,1.200
80,08-12-202212:37:37,70.000,100.000,1935.000,9701.998,325.235,12.226,20882.000,107.600,10.505,84.500,1.200
80,08-12-202212:37:38,71.000,100.000,1935.000,9701.998,323.153,12.101,20881.000,107.200,10.639,84.500,1.200
80,08-12-202212:37:39,71.000,100.000,1950.000,9701.998,319.920,11.122,20881.000,106.400,10.425,84.500,1.200
80,08-12-202212:37:40,71.000,100.000,1935.000,9701.998,320.554,12.667,20881.000,107.500,10.374,84.500,1.200
80,08-12-202212:37:41,71.000,100.000,1950.000,9701.998,320.475,11.751,20890.000,108.100,10.408,84.500,1.200
80,08-12-202212:37:42,71.000,100.000,1920.000,9701.998,324.678,10.824,20887.000,108.200,10.293,84.500,1.200
80,08-12-202212:37:43,71.000,100.000,1935.000,9701.998,324.041,12.003,20887.000,107.100,10.302,84.500,1.200
80,08-12-202212:37:44,71.000,100.000,1950.000,9701.998,329.345,10.819,20887.000,107.200,10.171,84.500,1.200
80,08-12-202212:37:45,70.000,100.000,1935.000,9701.998,322.044,11.920,20887.000,107.300,10.148,84.500,1.200
80,08-12-202212:37:46,71.000,100.000,1935.000,9701.998,326.439,10.876,20887.000,107.000,10.159,84.500,1.200
80,08-12-202212:37:47,70.000,100.000,1935.000,9701.998,321.295,11.940,20888.000,106.400,10.521,84.600,1.200
80,08-12-202212:37:48,70.000,100.000,1935.000,9701.998,327.981,12.283,20888.000,107.300,10.294,84.600,1.200
80,08-12-202212:37:49,71.000,100.000,1935.000,9701.998,323.172,10.429,20889.000,107.200,10.367,84.600,1.200
80,08-12-202212:37:50,70.000,100.000,1920.000,9701.998,312.854,12.282,20889.000,107.100,10.765,84.600,1.200
80,08-12-202212:37:51,70.000,100.000,1935.000,9701.998,315.984,10.925,20889.000,106.400,10.353,84.600,1.200
80,08-12-202212:37:52,71.000,100.000,1950.000,9701.998,322.884,11.102,20889.000,107.400,10.459,84.600,1.200
80,08-12-202212:37:53,70.000,100.000,1920.000,9701.998,313.465,12.281,20889.000,110.000,10.112,84.600,1.200
80,08-12-202212:37:54,70.000,100.000,1920.000,9701.998,319.276,10.756,20890.000,116.800,9.606,84.600,1.200
80,08-12-202212:37:55,71.000,100.000,1935.000,9701.998,325.516,11.603,20891.000,110.200,10.090,84.600,1.200
80,08-12-202212:37:56,71.000,100.000,1935.000,9701.998,325.420,11.149,20891.000,106.500,10.406,84.600,1.200
80,08-12-202212:37:57,70.000,100.000,1935.000,9701.998,314.222,12.012,20892.000,106.900,10.498,84.600,1.200
80,08-12-202212:37:58,70.000,100.000,1935.000,9701.998,317.483,10.880,20891.000,106.800,10.232,84.600,1.200
80,08-12-202212:37:59,71.000,100.000,1935.000,9701.998,329.468,11.895,20891.000,105.900,10.346,84.600,1.200
80,08-12-202212:38:00,70.000,100.000,1935.000,9701.998,321.418,12.562,20892.000,106.200,10.515,84.600,1.200
80,08-12-202212:38:01,70.000,100.000,1935.000,9701.998,312.318,12.102,20893.000,105.900,10.296,84.600,1.200
80,08-12-202212:38:02,70.000,100.000,1920.000,9701.998,313.541,11.890,20893.000,105.800,10.233,84.600,1.200
80,08-12-202212:38:03,70.000,100.000,1935.000,9701.998,324.313,11.922,20893.000,105.100,10.701,84.600,1.200
80,08-12-202212:38:04,71.000,100.000,1950.000,9701.998,323.194,13.841,20878.000,105.600,10.549,84.600,1.200
80,08-12-202212:38:05,70.000,100.000,1920.000,9701.998,321.412,14.902,20689.000,105.900,10.441,84.600,1.200
80,08-12-202212:38:06,71.000,100.000,1920.000,9701.998,327.149,12.797,20691.000,105.900,10.399,84.600,1.200
80,08-12-202212:38:07,70.000,100.000,1920.000,9701.998,323.156,11.971,20693.000,105.000,10.590,84.600,1.200
80,08-12-202212:38:08,71.000,100.000,1920.000,9701.998,321.980,11.643,20694.000,105.800,10.455,84.600,1.200
80,08-12-202212:38:09,71.000,100.000,1935.000,9701.998,321.297,11.744,20693.000,105.100,10.573,84.600,1.200
80,08-12-202212:38:10,71.000,100.000,1920.000,9701.998,313.724,11.454,20694.000,105.900,10.709,84.600,1.200
80,08-12-202212:38:11,70.000,100.000,1935.000,9701.998,324.663,12.803,20693.000,105.600,10.612,84.600,1.200
80,08-12-202212:38:12,71.000,100.000,1920.000,9701.998,319.983,12.098,20702.000,105.600,10.888,84.700,1.200
80,08-12-202212:38:13,71.000,100.000,1935.000,9701.998,323.324,11.387,20702.000,106.400,10.201,84.700,1.200
80,08-12-202212:38:14,70.000,100.000,1935.000,9701.998,311.232,12.467,20702.000,106.600,10.519,84.700,1.200
80,08-12-202212:38:15,70.000,100.000,1935.000,9701.998,318.664,12.434,20700.000,106.700,10.138,84.700,1.200
80,08-12-202212:38:16,71.000,100.000,1935.000,9701.998,321.816,10.950,20693.000,106.900,10.028,84.700,1.200
80,08-12-202212:38:17,70.000,100.000,1935.000,9701.998,312.595,12.388,20693.000,107.200,10.336,84.700,1.200
80,08-12-202212:38:18,70.000,100.000,1920.000,9701.998,312.112,12.601,20693.000,107.800,10.752,84.700,1.200
80,08-12-202212:38:19,70.000,100.000,1920.000,9701.998,324.099,11.752,20691.000,107.200,10.669,84.700,1.200
80,08-12-202212:38:20,70.000,100.000,1920.000,9701.998,311.732,11.602,20693.000,106.900,10.343,84.700,1.200
80,08-12-202212:38:21,71.000,100.000,1950.000,9701.998,321.925,11.766,20691.000,106.800,10.460,84.700,1.200
80,08-12-202212:38:22,71.000,100.000,1950.000,9701.998,329.711,11.238,20693.000,105.800,10.643,84.700,1.200
80,08-12-202212:38:23,70.000,100.000,1935.000,9701.998,313.390,12.643,20694.000,105.300,10.691,84.700,1.200
80,08-12-202212:38:24,70.000,100.000,1935.000,9701.998,321.043,10.919,20696.000,106.400,10.484,84.700,1.200
80,08-12-202212:38:25,70.000,100.000,1920.000,9701.998,323.285,12.216,20696.000,107.300,10.444,84.700,1.200
80,08-12-202212:38:26,70.000,100.000,1920.000,9701.998,318.888,11.346,20696.000,110.900,10.275,84.700,1.200
80,08-12-202212:38:27,70.000,100.000,1920.000,9701.998,309.247,11.096,20696.000,114.700,9.931,84.700,1.200
80,08-12-202212:38:28,70.000,100.000,1935.000,9701.998,317.651,11.618,20696.000,107.200,10.526,84.700,1.200
80,08-12-202212:38:29,70.000,100.000,1935.000,9701.998,321.815,11.120,20696.000,107.600,10.226,84.700,1.200
80,08-12-202212:38:30,70.000,100.000,1935.000,9701.998,310.740,11.177,20694.000,107.100,10.558,84.700,1.200
80,08-12-202212:38:31,71.000,100.000,1935.000,9701.998,324.331,11.707,20696.000,106.600,10.487,84.700,1.200
80,08-12-202212:38:32,70.000,100.000,1935.000,9701.998,319.169,12.172,20694.000,106.200,10.471,84.700,1.200
80,08-12-202212:38:33,71.000,100.000,1935.000,9701.998,324.744,12.241,20696.000,107.400,10.258,84.700,1.200
80,08-12-202212:38:34,70.000,100.000,1935.000,9701.998,323.395,11.621,20694.000,106.700,10.181,84.700,1.200
80,08-12-202212:38:35,71.000,100.000,1920.000,9701.998,325.241,11.355,20696.000,106.300,10.553,84.700,1.200
80,08-12-202212:38:36,71.000,100.000,1935.000,9701.998,324.076,11.199,20696.000,105.900,10.440,84.700,1.200
80,08-12-202212:38:37,70.000,100.000,1920.000,9701.998,321.604,11.018,20699.000,106.000,10.624,84.700,1.200
80,08-12-202212:38:38,70.000,100.000,1920.000,9701.998,309.928,12.560,20696.000,105.900,10.911,84.700,1.200
80,08-12-202212:38:39,70.000,100.000,1935.000,9701.998,318.418,11.052,20696.000,105.900,10.421,84.700,1.200
80,08-12-202212:38:40,70.000,100.000,1935.000,9701.998,318.804,11.569,20694.000,105.800,10.310,84.800,1.200
80,08-12-202212:38:41,70.000,100.000,1935.000,9701.998,321.468,11.393,20697.000,106.300,10.500,84.800,1.200
80,08-12-202212:38:42,70.000,100.000,1935.000,9701.998,315.251,12.290,20697.000,106.200,10.361,84.800,1.200
80,08-12-202212:38:43,70.000,100.000,1935.000,9701.998,325.997,11.123,20697.000,106.200,10.299,84.800,1.200
80,08-12-202212:38:44,70.000,100.000,1935.000,9701.998,322.316,11.414,20697.000,105.800,10.999,84.800,1.200
80,08-12-202212:38:45,70.000,100.000,1935.000,9701.998,322.221,11.363,20697.000,106.600,10.360,84.800,1.200
80,08-12-202212:38:46,70.000,100.000,1920.000,9701.998,319.661,12.051,20698.000,115.000,9.844,84.800,1.200
80,08-12-202212:38:47,70.000,100.000,1920.000,9701.998,313.889,11.279,20696.000,114.700,9.828,84.800,1.200
80,08-12-202212:38:48,70.000,100.000,1935.000,9701.998,319.450,11.612,20697.000,107.100,10.226,84.800,1.200
80,08-12-202212:38:49,71.000,100.000,1935.000,9701.998,327.917,11.284,20697.000,106.100,10.632,84.800,1.200
80,08-12-202212:38:50,70.000,100.000,1935.000,9701.998,309.392,10.790,20697.000,106.500,10.391,84.800,1.200
80,08-12-202212:38:51,70.000,100.000,1935.000,9701.998,312.773,11.883,20698.000,106.800,10.445,84.800,1.200
80,08-12-202212:38:52,70.000,100.000,1935.000,9701.998,319.295,12.373,20698.000,106.400,10.390,84.800,1.200
80,08-12-202212:38:53,70.000,100.000,1935.000,9701.998,314.906,11.021,20697.000,107.000,10.518,84.800,1.200
80,08-12-202212:38:54,70.000,100.000,1920.000,9701.998,315.176,11.108,20706.000,107.200,10.628,84.800,1.200
80,08-12-202212:38:55,70.000,100.000,1920.000,9701.998,324.780,12.709,20706.000,106.900,10.432,84.800,1.200
80,08-12-202212:38:56,70.000,100.000,1920.000,9701.998,325.101,11.158,20706.000,105.100,10.729,84.800,1.200
80,08-12-202212:38:57,70.000,100.000,1920.000,9701.998,313.973,11.778,20709.000,105.300,11.032,84.800,1.200
80,08-12-202212:38:58,70.000,100.000,1935.000,9701.998,321.857,11.514,20709.000,106.100,10.625,84.800,1.200
80,08-12-202212:38:59,70.000,100.000,1920.000,9701.998,313.665,11.359,20708.000,106.200,10.674,84.800,1.200
80,08-12-202212:39:00,70.000,100.000,1935.000,9701.998,321.361,12.827,20710.000,106.400,10.569,84.800,1.200
80,08-12-202212:39:01,70.000,100.000,1935.000,9701.998,321.260,11.553,20710.000,107.100,10.717,84.800,1.200
80,08-12-202212:39:02,71.000,100.000,1935.000,9701.998,320.435,11.631,20715.000,107.800,10.935,84.800,1.200
80,08-12-202212:39:03,70.000,100.000,1950.000,9701.998,309.663,11.786,20715.000,106.300,11.664,84.800,1.200
80,08-12-202212:39:04,71.000,100.000,1950.000,9701.998,326.488,11.424,20715.000,103.700,10.908,84.800,1.200
80,08-12-202212:39:05,71.000,100.000,1950.000,9701.998,325.394,11.666,20713.000,103.900,10.459,84.800,1.200
80,08-12-202212:39:06,70.000,100.000,1920.000,9701.998,308.903,11.361,20715.000,105.900,10.870,84.800,1.200
80,08-12-202212:39:07,70.000,100.000,1920.000,9701.998,315.831,12.113,20715.000,106.900,10.471,84.800,1.200
80,08-12-202212:39:08,70.000,100.000,1920.000,9701.998,312.014,11.340,20715.000,106.600,10.861,84.800,1.200
80,08-12-202212:39:09,70.000,100.000,1920.000,9701.998,318.891,12.034,20716.000,107.500,10.425,84.800,1.200
80,08-12-202212:39:10,70.000,100.000,1920.000,9701.998,311.810,11.129,20716.000,107.400,10.451,84.800,1.200
80,08-12-202212:39:11,70.000,100.000,1920.000,9701.998,313.960,11.336,20716.000,107.600,10.120,84.800,1.200
80,08-12-202212:39:12,70.000,100.000,1920.000,9701.998,311.548,12.082,20716.000,107.400,10.286,84.800,1.200
80,08-12-202212:39:13,70.000,100.000,1935.000,9701.998,323.892,11.138,20716.000,107.800,10.203,84.800,1.200
80,08-12-202212:39:14,70.000,100.000,1905.000,9701.998,312.826,11.011,20716.000,117.700,10.327,84.800,1.200
80,08-12-202212:39:15,70.000,100.000,1920.000,9701.998,317.757,10.470,20716.000,118.400,9.407,84.800,1.200
80,08-12-202212:39:16,70.000,100.000,1935.000,9701.998,314.883,10.750,20723.000,117.700,9.676,84.800,1.200
80,08-12-202212:39:17,70.000,100.000,1950.000,9701.998,318.038,11.367,20722.000,106.300,10.694,84.800,1.200
80,08-12-202212:39:18,71.000,100.000,1950.000,9701.998,320.427,11.373,20707.000,108.100,10.381,84.800,1.200
80,08-12-202212:39:19,71.000,100.000,1935.000,9701.998,322.676,11.850,20708.000,107.500,10.181,84.800,1.200
80,08-12-202212:39:20,70.000,100.000,1935.000,9701.998,323.931,12.059,20706.000,106.400,10.540,84.800,1.200
80,08-12-202212:39:21,70.000,100.000,1935.000,9701.998,324.638,12.298,20706.000,106.500,10.586,84.800,1.200
80,08-12-202212:39:22,70.000,100.000,1920.000,9701.998,323.000,11.641,20706.000,106.900,10.330,84.800,1.200
80,08-12-202212:39:23,70.000,100.000,1935.000,9701.998,318.512,13.186,20720.000,106.600,10.297,84.800,1.200
80,08-12-202212:39:24,70.000,100.000,1920.000,9701.998,311.638,11.858,20713.000,106.200,10.738,84.900,1.200
80,08-12-202212:39:25,70.000,100.000,1935.000,9701.998,319.900,11.370,20713.000,106.600,10.258,84.900,1.200
80,08-12-202212:39:26,70.000,100.000,1935.000,9701.998,325.551,11.112,20713.000,106.700,10.562,84.900,1.200
80,08-12-202212:39:27,70.000,100.000,1935.000,9701.998,311.707,12.136,20713.000,106.900,10.880,84.900,1.200
80,08-12-202212:39:28,70.000,100.000,1935.000,9701.998,324.591,11.415,20713.000,106.400,10.382,84.900,1.200
80,08-12-202212:39:29,70.000,100.000,1935.000,9701.998,313.061,10.856,20713.000,105.900,10.890,84.900,1.200
80,08-12-202212:39:30,70.000,100.000,1920.000,9701.998,311.462,11.958,20713.000,106.400,10.243,84.900,1.200
80,08-12-202212:39:31,70.000,100.000,1935.000,9701.998,323.724,12.178,20713.000,106.700,10.598,84.900,1.200
80,08-12-202212:39:32,70.000,100.000,1920.000,9701.998,317.940,11.147,20716.000,106.500,10.545,84.900,1.200
80,08-12-202212:39:33,70.000,100.000,1920.000,9701.998,312.068,12.334,20716.000,106.200,10.332,84.900,1.200
80,08-12-202212:39:34,70.000,100.000,1935.000,9701.998,326.269,11.359,20716.000,107.100,10.310,84.900,1.200
80,08-12-202212:39:35,70.000,100.000,1920.000,9701.998,312.764,11.065,20718.000,106.500,10.737,84.900,1.200
80,08-12-202212:39:36,70.000,100.000,1920.000,9701.998,315.488,12.161,20717.000,107.000,10.313,84.900,1.200
80,08-12-202212:39:37,70.000,100.000,1920.000,9701.998,312.362,11.614,20718.000,106.300,10.226,84.900,1.200
80,08-12-202212:39:38,70.000,100.000,1935.000,9701.998,315.386,10.812,20710.000,106.700,10.595,84.900,1.200
80,08-12-202212:39:39,70.000,100.000,1920.000,9701.998,310.856,11.106,20710.000,106.700,10.763,84.900,1.200
80,08-12-202212:39:40,70.000,100.000,1920.000,9701.998,313.707,11.233,20709.000,106.400,10.396,84.900,1.200
80,08-12-202212:39:41,70.000,100.000,1935.000,9701.998,326.425,12.502,20709.000,106.600,10.356,84.900,1.200
80,08-12-202212:39:42,70.000,100.000,1935.000,9701.998,323.259,11.175,20709.000,113.000,10.006,84.900,1.200
80,08-12-202212:39:43,70.000,100.000,1950.000,9701.998,325.717,12.070,20709.000,113.500,9.856,84.900,1.200
80,08-12-202212:39:44,70.000,100.000,1920.000,9701.998,323.106,10.463,20709.000,108.100,10.262,84.900,1.200
80,08-12-202212:39:45,70.000,100.000,1920.000,9701.998,323.577,12.521,20709.000,105.300,10.436,84.900,1.200
80,08-12-202212:39:46,70.000,100.000,1920.000,9701.998,315.079,10.562,20709.000,106.400,10.414,84.900,1.200
80,08-12-202212:39:47,70.000,100.000,1920.000,9701.998,314.675,12.688,20709.000,106.300,10.602,84.900,1.200
80,08-12-202212:39:48,70.000,100.000,1920.000,9701.998,317.435,11.173,20709.000,105.800,10.375,84.900,1.200
80,08-12-202212:39:49,70.000,100.000,1920.000,9701.998,311.886,11.402,20709.000,104.400,10.619,84.900,1.200
80,08-12-202212:39:50,70.000,100.000,1935.000,9701.998,312.283,12.280,20709.000,104.700,10.456,84.900,1.200
80,08-12-202212:39:51,70.000,100.000,1935.000,9701.998,316.957,11.251,20708.000,104.900,10.551,84.900,1.200
80,08-12-202212:39:52,70.000,100.000,1920.000,9701.998,314.940,11.290,20710.000,105.800,10.687,84.900,1.200
80,08-12-202212:39:53,70.000,100.000,1920.000,9701.998,316.387,11.452,20710.000,104.200,10.778,84.900,1.200
80,08-12-202212:39:54,70.000,100.000,1920.000,9701.998,311.723,11.257,20710.000,105.400,10.235,84.900,1.200
80,08-12-202212:39:55,70.000,100.000,1920.000,9701.998,313.705,12.091,20710.000,105.300,10.447,84.900,1.200
80,08-12-202212:39:56,70.000,100.000,1920.000,9701.998,315.717,10.762,20710.000,105.500,10.988,84.900,1.200
80,08-12-202212:39:57,70.000,100.000,1920.000,9701.998,313.067,12.752,20711.000,105.000,10.776,84.900,1.200
80,08-12-202212:39:58,70.000,100.000,1920.000,9701.998,316.055,10.881,20712.000,105.600,10.546,84.900,1.200
80,08-12-202212:39:59,70.000,100.000,1920.000,9701.998,315.206,11.080,20712.000,105.500,10.504,84.900,1.200
80,08-12-202212:40:00,70.000,100.000,1920.000,9701.998,316.807,11.239,20712.000,105.600,10.310,84.900,1.200
80,08-12-202212:40:01,70.000,100.000,1920.000,9701.998,312.340,12.342,20712.000,104.600,10.532,84.900,1.200
80,08-12-202212:40:02,70.000,100.000,1920.000,9701.998,314.559,11.235,20712.000,105.400,10.322,84.900,1.200
80,08-12-202212:40:03,70.000,100.000,1920.000,9701.998,312.071,13.983,20712.000,104.700,10.700,84.900,1.200
80,08-12-202212:40:04,70.000,100.000,1920.000,9701.998,316.745,11.472,20712.000,105.300,10.349,84.900,1.200
80,08-12-202212:40:05,70.000,100.000,1935.000,9701.998,314.335,11.187,20712.000,104.300,10.506,84.900,1.200
80,08-12-202212:40:06,70.000,100.000,1920.000,9701.998,311.520,11.176,20712.000,105.300,10.367,85.000,1.200
80,08-12-202212:40:07,70.000,100.000,1920.000,9701.998,314.140,12.460,20712.000,106.200,10.402,85.000,1.200
80,08-12-202212:40:08,70.000,100.000,1920.000,9701.998,313.759,10.820,20712.000,105.700,10.766,85.000,1.200
80,08-12-202212:40:09,70.000,100.000,1920.000,9701.998,315.547,11.771,20712.000,105.300,10.518,85.000,1.200
80,08-12-202212:40:10,70.000,100.000,1920.000,9701.998,312.820,11.137,20712.000,106.700,10.232,85.000,1.200
80,08-12-202212:40:11,70.000,100.000,1935.000,9701.998,321.298,11.450,20715.000,107.200,10.788,85.000,1.200
80,08-12-202212:40:12,70.000,100.000,1920.000,9701.998,313.999,11.099,20715.000,107.500,10.616,85.000,1.200
80,08-12-202212:40:13,70.000,100.000,1935.000,9701.998,324.144,12.600,20715.000,106.400,10.500,85.000,1.200
80,08-12-202212:40:14,70.000,100.000,1935.000,9701.998,309.797,11.136,20715.000,107.200,10.571,85.000,1.200
80,08-12-202212:40:15,70.000,100.000,1935.000,9701.998,313.539,11.551,20715.000,107.000,10.720,85.000,1.200
80,08-12-202212:40:16,70.000,100.000,1935.000,9701.998,315.938,10.755,20715.000,106.900,10.492,85.000,1.200
80,08-12-202212:40:17,70.000,100.000,1920.000,9701.998,317.052,11.909,20715.000,106.900,10.555,85.000,1.200
80,08-12-202212:40:18,70.000,100.000,1935.000,9701.998,320.983,11.447,20715.000,107.800,10.659,85.000,1.200
80,08-12-202212:40:19,70.000,100.000,1935.000,9701.998,324.697,11.574,20715.000,108.100,10.108,85.000,1.200
80,08-12-202212:40:20,70.000,100.000,1935.000,9701.998,313.099,11.196,20715.000,107.600,10.172,85.000,1.200
80,08-12-202212:40:21,70.000,100.000,1920.000,9701.998,312.742,12.158,20715.000,107.200,10.956,85.000,1.200
80,08-12-202212:40:22,70.000,100.000,1920.000,9701.998,311.797,10.997,20714.000,107.400,10.281,85.000,1.200
80,08-12-202212:40:23,70.000,100.000,1935.000,9701.998,311.520,11.029,20712.000,105.500,10.484,85.000,1.200
80,08-12-202212:40:24,70.000,100.000,1935.000,9701.998,322.036,11.372,20714.000,106.300,10.357,85.000,1.200
80,08-12-202212:40:25,70.000,100.000,1935.000,9701.998,324.359,11.628,20713.000,106.100,10.274,85.000,1.200
80,08-12-202212:40:26,70.000,100.000,1935.000,9701.998,322.411,11.183,20715.000,105.800,10.457,85.000,1.200
80,08-12-202212:40:27,70.000,100.000,1935.000,9701.998,322.182,11.244,20714.000,106.600,10.363,85.000,1.200
80,08-12-202212:40:28,70.000,100.000,1950.000,9701.998,319.554,12.592,20714.000,109.200,10.191,85.000,1.200
80,08-12-202212:40:29,70.000,100.000,1935.000,9701.998,320.927,10.840,20715.000,108.300,10.462,85.000,1.200
80,08-12-202212:40:30,70.000,100.000,1935.000,9701.998,321.406,11.250,20714.000,106.200,10.728,85.000,1.200
80,08-12-202212:40:31,70.000,100.000,1935.000,9701.998,324.595,11.191,20714.000,105.300,10.315,85.000,1.200
80,08-12-202212:40:32,71.000,100.000,1935.000,9701.998,324.517,13.164,20714.000,110.100,9.999,85.000,1.200
80,08-12-202212:40:33,70.000,100.000,1935.000,9701.998,322.839,11.028,20714.000,110.000,10.168,85.000,1.200
80,08-12-202212:40:34,70.000,100.000,1935.000,9701.998,323.132,11.335,20714.000,110.100,9.986,85.000,1.200
80,08-12-202212:40:35,71.000,100.000,1920.000,9701.998,326.391,11.458,20714.000,108.700,10.270,85.000,1.200
80,08-12-202212:40:36,70.000,100.000,1920.000,9701.998,313.082,11.476,20714.000,105.000,10.329,85.000,1.200
80,08-12-202212:40:37,70.000,100.000,1920.000,9701.998,313.101,10.865,20715.000,104.900,10.575,85.000,1.200
80,08-12-202212:40:38,71.000,100.000,1935.000,9701.998,325.685,11.250,20714.000,109.100,10.363,85.000,1.200
